"ZHRENT EUROPOINT SRL","36573955","J29/1724/2016","ROONRC.J29/1724/2016","1048","Sat Bucov, Comuna Bucov, Str. Eugen Lovinescu Nr. 30, vila 19, apartament nr.1, parter, Judet Prahova","6810","1394006","12425","","2716","9709","","70741","","","1335690","23620","","73150","102636","143095","0","40459","0","43539","1"
"OPEN SERVICE SRL","344560","J40/4226/1991","ROONRC.J40/4226/1991","1048,2080","Bucuresti Sectorul 3, Calea CALARASILOR Nr. 173, Bloc 42, Scara A, Etaj 7, Apartament 31","","","75650","","65097","10553","","426598","426598","","-350948","1000","","196231","197659","142102","55557","0","53244","0","1"
"PIETRICICA SRL","15623511","J38/601/2003","ROONRC.J38/601/2003","1048,2103,2114","Municipiul Ramnicu Valcea, Str. Raureni Nr. 170, Judet Valcea","","","","","","","","8416","8416","","-8416","200","","","0","","0","0","0","0",""
"SELF INVEST FARMA SRL","36590247","J29/1752/2016","ROONRC.J29/1752/2016","1048","Loc. Azuga, Oras Azuga, Str. IZVOARELOR Nr. 22, Judet Prahova","4646","","130877","","","130877","","0","","","130877","200","","204474","204474","67703","136771","0","130637","0",""
"COSTLAV SRL","15618949","J38/602/2003","ROONRC.J38/602/2003","1048,2074,2080","Sat Corbii din Vale, Comuna Nicolae Balcescu, Com. Nicolae Balcescu, Judet Valcea","","","55116","10417","19946","24753","","987","987","","54129","200","","45849","45849","42233","3616","","2241","",""
"GECOS SRL","454899","J40/4302/1991","ROONRC.J40/4302/1991","1048,2080,2103","Bucuresti Sectorul 6, Str. CETATEA DE BALTA Nr. 112-114, Bloc 7, Apartament 12","5474","5474","193798","178019","14127","1652","","502188","502188","","-302916","2105","","49168","49168","31422","17746","0","16551","0","1"
"SFERA IMPEX SRL","18169917","J13/3764/2005","ROONRC.J13/3764/2005","1070,1139,2072,2080,2114","Sat Agigea, Comuna Agigea, Sos. MANGALIEI Nr. 13, Judet Constanta","","","78669","14787","48176","15706","","535473","535473","","-456804","200","","300644","301834","360659","0","58825","0","61843","3"
"AMINAR TRANS SRL","15965751","J38/1009/2003","ROONRC.J38/1009/2003","1048,2080","Loc. Brezoi, Oras Brezoi, Str. VASILATU Nr. 77, Judet Valcea","53967","53967","318536","137936","147291","33309","","385676","385676","","-13173","200","","1256042","1245222","1206184","39038","","26533","","3"
"ALNISA IMPEX SRL","15999894","J38/1034/2003","ROONRC.J38/1034/2003","1048,2080","Sat Sirineasa, Comuna Sirineasa, Com. Sirineasa, Judet Valcea","1508","1508","7994","5264","132","2598","","79011","79011","","-69509","35200","","17411","37411","24033","13378","0","12255","0","1"
"ANAHDU SRL","14644699","J35/740/2002","ROONRC.J35/740/2002","1048,2080","Municipiul Timisoara, Str. INVATATORULUI Nr. 4, Bloc 69/C, Scara A, Etaj P, Apartament 2 INCAP.1, Judet Timis","0","0","172397","2803","122051","47543","0","71630","71630","0","100767","200","0","365831","370017","242949","127068","0","123399","0","2"
"DAMCO SRL","19879","J40/4426/1991","ROONRC.J40/4426/1991","1048,2080","Bucuresti Sectorul 2, Str. VITEJIEI Nr. 2, Etaj 4, Apartament 18","","","201244","57381","88861","55002","","71206","71206","","130038","1110","","264551","267164","164825","102339","0","99674","0","2"
"TERASA DIN PADURE SRL","36097762","J40/7087/2016","ROONRC.J40/7087/2016","1048","Bucuresti Sectorul 3, Str. DANUBIU Nr. 6, CAMERA 2, Bloc 6E, Scara 3, Etaj 4, Apartament 43","5630","","2805","1413","","1392","","3752","","","-947","200","","3549","3549","3475","74","0","0","33",""
"OMICRON SRL","325681","J40/4220/1991","ROONRC.J40/4220/1991","1048,2080","Bucuresti Sectorul 3, Str. PADUREA CRAIULUI, Bloc B 2, Scara 3, Etaj 5, Apartament 112","","","81886","55983","23374","2529","","181450","181450","","-99564","","","4535","4557","1658","2899","0","2763","0",""
"DIA TRANS CONSTRUCT SRL","1573197","J40/4222/1991","ROONRC.J40/4222/1991","1048,2080","Bucuresti Sectorul 1, Str. TROTUSULUI Nr. 25","891781","891781","443339","","443224","115","1494","671689","671689","","664925","200","","287659","294004","227468","66536","0","63596","0","2"
"AEGRM SRL","36097797","J40/7089/2016","ROONRC.J40/7089/2016","1048","Bucuresti Sectorul 3, Str. G. DEM. TEODORESCU Nr. 23A","6311","0","33121","","22798","10323","","17826","","","15295","1000","","213576","213576","151489","62087","0","59951","0","3"
"LA MER NOIRE SRL","18132713","J13/3631/2005","ROONRC.J13/3631/2005","1048,2080","Municipiul Constanta, Str. PANDURULUI Nr. 119, Judet Constanta","498508","498508","222585","37220","167730","17635","514","457333","457333","","264274","82000","","396560","509718","371838","137880","0","132767","0","6"
"ANTALOK SANDVIK SRL","36107378","J19/287/2016","ROONRC.J19/287/2016","1048","Sat Soimeni, Comuna Pauleni-Ciuc, Str.SOIMENI Nr. 59, Judet Harghita","1610","4005","32737","25247","1350","6140","","67830","","","-31088","200","","36039","45930","74700","0","28770","0","29852","1"
"MEGA-ADONIS SRL","14783158","J35/1127/2002","ROONRC.J35/1127/2002","1074,2080,2120","Municipiul Timisoara, Str. GHEORGHE LAZAR Nr. 26, Judet Timis","","","205690","0","205333","357","","1556380","1556380","","-1350690","10020","","","0","4513","0","4513","0","4513",""
"ICMA SA","324929","J40/232/1991","ROONRC.J40/232/1991","1048,2070,2080","Bucuresti Sectorul 3, Str. INDUSTRIILOR Nr. 3-5","1291395","1291395","1634393","252089","1382265","39","","464426","464426","","2461362","2755376","","222705","937851","783660","154191","0","144805","0","1"
"TRUSOR VET SRL","14758944","J35/1050/2002","ROONRC.J35/1050/2002","1048,2080","Municipiul Timisoara, Str. LIDIA Nr. 82, Bloc 71/A, Scara A, Etaj 3, Apartament 14, Judet Timis","","","42004","20341","2055","19608","","116895","116895","","-74891","200","","230532","230838","188432","42406","0","40098","0","3"
"LUCATONI SRL","18223749","J13/3954/2005","ROONRC.J13/3954/2005","1074,2080,2114","Municipiul Constanta, Aleea GAROFITEI Nr. 17, Bloc L94, Scara A, Etaj 3, Apartament 16, Judet Constanta","238","238","26299","14722","5927","5650","677","115460","115460","","-88246","200","","65423","65423","55530","9893","0","7930","0",""
"GABRICOM SRL","11404705","J38/48/1999","ROONRC.J38/48/1999","1048,2080","Municipiul Ramnicu Valcea, Str. DR. HACMAN Nr. 6, Bloc 14.A, Scara A, Apartament 4, Judet Valcea","9754","9754","1015811","834228","331893","-150310","","935631","935631","","89934","100000","","537645","541112","527530","13582","0","8931","0","2"
"GHIOCEL SRL","12762574","J38/62/2000","ROONRC.J38/62/2000","1048,2080","Sat Milcoiu, Comuna Milcoiu, Sat Milcoiu, Judet Valcea","","","4118","3966","","152","","57144","57144","","-53026","1000","","69701","69701","61294","8407","0","6316","0",""
"GOPOMAT COM SRL","14448200","J38/85/2002","ROONRC.J38/85/2002","1048,2078,2080,2110,2112,2114","Loc. Horezu, Oras Horezu, Str. 1 DECEMBRIE Nr. 4, Judet Valcea","4951","4951","28418","24526","3877","15","","44278","44278","","-10909","200","","","0","","0","0","0","0",""
"ALISTRA COM SRL","14469660","J38/105/2002","ROONRC.J38/105/2002","1048,2080","Municipiul Ramnicu Valcea, Str. Emil Avramescu Nr. 9, Bloc E, Scara B, Etaj 3, Apartament 12, Judet Valcea","968","968","123438","","22610","100828","","54254","54254","","70152","200","","186735","186793","148845","37948","0","36080","0","2"
"CORADI INVEST SRL","18165389","J13/3759/2005","ROONRC.J13/3759/2005","1114,1139,2080","Municipiul Constanta, B-dul 1 MAI, (CAMERA 2) Nr. 106, Judet Constanta","148502","148502","19006","","19001","","","437558","437558","","-270050","1000","","","0","100","0","100","0","100",""
"SZILAMED INTER SRL","36136608","J19/305/2016","ROONRC.J19/305/2016","1048","Sat Fitod, Comuna Leliceni, Str.FITOD Nr. 186, Judet Harghita","8622","7811","10034","5454","690","3890","","5623","","","12222","200","","23150","23150","10433","12717","0","12022","0","0"
"CABINET MEDICAL DR. VERES ROZSA SRL","36136616","J19/306/2016","ROONRC.J19/306/2016","1048","Municipiul Odorheiu Secuiesc, Str. INSULEI, Judet Harghita","8622","362","32337","0","15162","17175","0","6179","0","0","26520","200","0","145341","145342","117569","27773","0","26320","0","2"
"ROMTIM CONSTRUCT GROUP SRL","18226842","J13/3974/2005","ROONRC.J13/3974/2005","1048,2080","Municipiul Constanta, Str. COMARNIC Nr. 38B, LOT 2, Judet Constanta","122181","122181","216729","1910","213397","1422","1389","77321","77321","","262978","50000","","0","99","220525","0","220426","0","220426","0"
"CORALLEX-UNIVERS IMPORT-EXPORT SRL","2355700","J40/4577/1991","ROONRC.J40/4577/1991","1048,2080,2103","Bucuresti Sectorul 2, Sos. IANCULUI Nr. 53, Bloc 102B, Etaj P","29604","29604","49949","4244","45457","248","","653659","653659","","-574106","200","","","0","11458","0","11458","0","11458",""
"COSAL FOREVER SRL","18381080","J13/398/2006","ROONRC.J13/398/2006","1048,2080,2114","Municipiul Constanta, Str. CPT. DOBRILA EUGENIU Nr. 8, CAM. 1, Bloc S1, Scara A, Etaj 2, Apartament 12, Judet Constanta","36634","36634","40245","0","31147","9098","0","219081","219081","0","-142202","200","0","52572","52572","107148","0","54576","0","55108","2"
"VENDO CAFE SERV SRL","36171044","J2/764/2016","ROONRC.J2/764/2016","1048","Municipiul Arad, Str. CASTOR Nr. 54B, Judet Arad","4799","","153953","66488","18801","68664","","152210","","","1743","200","","479408","957264","950875","6389","0","1514","0","1"
"LUK'ELA STYLE SRL","32403990","J1/672/2013","ROONRC.J1/672/2013","1048","Sat Sancel, Comuna Sancel, Str. MIHAIL EMINESCU Nr. 16, Judet Alba","","","15998","2678","","13320","","3255","3255","","12743","200","","38400","38400","29568","8832","0","8448","0","2"
"COFETARIA ALEX SI ROBERT SERV. SI ALIM. PUBLICA SRL","43516","J40/4067/1991","ROONRC.J40/4067/1991","1048,2080","Bucuresti Sectorul 2, Str. JOHANN SEBASTIAN BACH Nr. 3","177960","177960","282562","276393","5865","304","","1037198","1037198","","-576676","200","","106105","106105","161318","0","55213","0","56275","3"
"MG TOUR TRAVEL SRL","18328214","J13/206/2006","ROONRC.J13/206/2006","1048,2080","Loc. Mamaia, Municipiul Constanta, HOTEL DUNAREA, CAMERA 1, Judet Constanta","3908","3908","302401","","-1026","303427","","3561","3561","","302748","200","","374661","374733","68477","306256","0","302508","0","2"
"NYS BIANCA SRL","18361350","J13/335/2006","ROONRC.J13/335/2006","1048,2080","Sat Limanu, Comuna Limanu, Str. TRAIAN VUIA Nr. 7, Judet Constanta","1277","1277","16253","8440","7649","164","47460","62100","62100","0","2890","200","0","0","0","","0","0","0","0",""
"LIAN SERV SRL","18346806","J13/262/2006","ROONRC.J13/262/2006","1048,2080","Loc. Eforie Nord, Oras Eforie, Str. ALEXANDRU IOAN CUZA Nr. 21, CAMERA 1, Etaj P, Judet Constanta","19955","19955","34120","","19919","14201","","124576","124576","","-70501","200","","85715","85736","57684","28052","0","23564","0","1"
"LVT ACTI TRANS SRL","18356605","J13/300/2006","ROONRC.J13/300/2006","1048,2080","Municipiul Constanta, Str. ADAMCLISI Nr. 2, Bloc CA3, Scara A, Etaj 3, Apartament 13, Judet Constanta","335547","335547","1537009","377212","992567","167230","8264","1317209","1317209","","563611","100000","","5204175","5221713","4629055","592658","0","520142","0","4"
"DRALIAN SEL PROD SRL","18417168","J13/527/2006","ROONRC.J13/527/2006","1048,2080","Municipiul Constanta, Str. DEZROBIRII Nr. 100, Bloc DR5, Scara B, Etaj 2, Apartament 30, Judet Constanta","393","393","6132","","6107","25","66626","68974","68974","","4177","210","","840","841","151","690","0","665","0",""
"MISERA SEL PROD SRL","18417176","J13/529/2006","ROONRC.J13/529/2006","1048,2080","Municipiul Constanta, Str. DEZROBIRII Nr. 100, Bloc DR5, Scara B, Etaj 2, Apartament 30, Judet Constanta","4515693","4515693","98623","","16631","66992","116755","1871228","1871228","","60259","600210","","","10","235291","0","235281","0","235281","2"
"NANESCU-SERVICE SRL","3594820","J40/4463/1991","ROONRC.J40/4463/1991","1048,2080","Bucuresti Sectorul 6, Str. G-RAL PETRE POPOVAT Nr. 23","73839","73839","10627","2476","4511","3640","351","125273","125273","","-40456","206","","219962","219988","222438","0","2450","0","4650","4"
"THINKLEARNING SRL","36525702","J40/12123/2016","ROONRC.J40/12123/2016","1048","Bucuresti Sectorul 3, Aleea PADUREA CRAIULUI, Bloc H3, Scara 2, Etaj 3, Apartament 16","8559","105035","27750","","8113","19637","1294","3402","","","130677","200","","97130","97130","48575","48555","0","45641","0",""
"SUD INVEST IMOBILIARE SRL","36526066","J40/12140/2016","ROONRC.J40/12140/2016","1048","Bucuresti Sectorul 4, Str. SG. ION IRICEANU Nr. 10, Bloc 156, Scara A, Etaj 7, Apartament 45","6831","","4155","","","4155","","2913","","","1242","200","","2298","2298","3945","0","1647","0","1716","1"
"MIRVAL SRL","17300681","J38/234/2005","ROONRC.J38/234/2005","1048,2080","Municipiul Ramnicu Valcea, Str. COPACELU Nr. 116, Judet Valcea","236075","236075","520053","47929","310525","161599","","618685","618685","","137443","2500","","884991","887293","743877","143416","0","134543","0","8"
"U.C.R. SRL","403879","J40/2146/1991","ROONRC.J40/2146/1991","1052,2065,2080","Bucuresti Sectorul 5, Sos. PANDURI Nr. 71","1195029","1195029","141822","","141822","","","87259","87259","","1249592","581750","","","0","27137","0","27137","0","27137",""
"CMC ELECTRIC LINKS SRL","18352255","J13/286/2006","ROONRC.J13/286/2006","1048,2080","Loc. Navodari, Oras Navodari, Str. CONSTANTEI Nr. 12, CAM.8, Bloc B2, Scara C, Etaj 2, Judet Constanta","1340536","1340536","496176","205369","245627","45180","","1000841","1000841","","835871","200","","386911","430524","415768","14756","0","10126","0","1"
"MINERALPORT SRL","36526740","J28/668/2016","ROONRC.J28/668/2016","1048","Sat Piatra, Oras Piatra-Olt, Str. TRAIAN Nr. 194, Judet Olt","4673","3093995","4678695","480483","3876335","321877","0","5443316","0","0","2329374","1000","0","9557244","10693170","7923142","2770028","0","2328174","0","0"
"EXAPRINT SRL","15410165","J38/349/2003","ROONRC.J38/349/2003","1048,2080","Municipiul Ramnicu Valcea, B-dul Nicolae Balcescu Nr. 15, Bloc 12 Traian, Scara B, Apartament 5, Judet Valcea","","","5255","4570","685","","","15567","15567","","-10312","200","","","0","274","0","274","0","274",""
"COMPACT COM SRL","7963","J40/4069/1991","ROONRC.J40/4069/1991","1048,2080","Bucuresti Sectorul 2, Str. VASILE LASCAR Nr. 33, Etaj 3, Apartament 12","","","147537","121791","14646","11100","","124793","124793","","22744","6000","","32127","32387","48473","0","16086","0","16410","1"
"DEVIO SRL","15410173","J38/350/2003","ROONRC.J38/350/2003","1048,2080","Municipiul Ramnicu Valcea, Spl. Independentei Nr. 5, Bloc 6, Scara D, Apartament 11, Judet Valcea","55285","55285","729538","715216","14224","98","105281","613446","613446","","276658","210000","","656897","656897","645877","11020","0","9509","0","4"
"ROVINSTAL SRL","15478861","J38/441/2003","ROONRC.J38/441/2003","1048,2080","Municipiul Ramnicu Valcea, Str. DRUMUL GARII Nr. 29, Judet Valcea","13131","13131","13760","0","6630","7130","","119329","119329","","-92438","500","","78001","69885","123944","0","54059","0","54839","3"
"GALLY SUPER MARKET SRL","458750","J40/4040/1991","ROONRC.J40/4040/1991","1048,2080","Bucuresti Sectorul 1, Str. MINERVEI Nr. 67","19580","19580","13773","13762","11","","","17960","17960","","15393","200","","","0","","0","0","0","0",""
"STADI SRL","15356708","J38/286/2003","ROONRC.J38/286/2003","1048,2074,2080","Sat Linia, Comuna Gradistea, Com. Gradistea, Judet Valcea","","","10728","","","10728","","0","0","","10728","200","","","0","","0","0","0","0",""
"PASAGIUL VICTORIEI PRODAL SRL","1574206","J40/4506/1991","ROONRC.J40/4506/1991","1048,2080","Bucuresti Sectorul 1, Calea VICTORIEI Nr. 48-50","","","1054808","10442","198065","846301","","249245","249245","","805563","1000","","","282131","612307","0","330176","0","338640",""
"DRIVE IMPEX SERV SRL","36527010","J40/12148/2016","ROONRC.J40/12148/2016","1048","Bucuresti Sectorul 5, Calea Rahovei Nr. 297, Bloc 72A, Scara A, Etaj 5, Apartament 24","8553","18963","27160","","","27160","","24760","","","21363","200","","173300","176300","150696","25604","0","23841","0","4"
"MITEL INVESTMENT SRL","14530082","J13/897/2002","ROONRC.J13/897/2002","1048,2080","Municipiul Constanta, Aleea GAROFITEI Nr. 28, Bloc L101, Scara A, Etaj P, Apartament 3, Judet Constanta","49932","49932","414839","17808","109123","287908","","107931","107931","","356840","200","","926196","929050","789983","139067","0","129990","0","8"
"MEDIA-VIANI SRL","15645870","J35/1801/2003","ROONRC.J35/1801/2003","1048,2080","Loc. Sannicolau Mare, Oras Sannicolau Mare, Str. CONSTANTIN BRANCOVEANU Nr. 5, Judet Timis","","","42","","","42","","8700","8700","","-8658","200","","","0","2117","0","2117","0","2117","1"
"HAPPY DAY GAMES SRL","14360557","J35/1500/2001","ROONRC.J35/1500/2001","1048,2080","Municipiul Timisoara, Str. CIRESULUI Nr. 25/A, CAMERA 2, Judet Timis","727227","727227","59168","","57895","1273","855","721763","721763","","65487","210","","312036","313596","269626","43970","0","40850","0","2"
"ACTIVEQUALITY SRL","27691650","J40/12155/2016","ROONRC.J40/12155/2016","1048,2080","Bucuresti Sectorul 3, B-dul UNIRII Nr. 68, CAMERA 1, Bloc K2, Scara 2, Etaj 8, Apartament 15","8220","","13947","","4409","9538","12248","48381","","","-22186","200","","134892","135112","144112","0","9000","0","10350","2"
"MARI GIUVAER SRL","36533136","J1/803/2016","ROONRC.J1/803/2016","1048","Municipiul Aiud, Str. UNIRII, Bloc 57, Apartament 23, Judet Alba","3212","504","2884","635","","2249","229","3782","","","-165","200","","51807","51807","49218","2589","0","2071","0","2"
"NET CENTER SRL","15434504","J35/1128/2003","ROONRC.J35/1128/2003","1048,2069,2080","Municipiul Timisoara, Str. DREPTATEA Nr. 1A, Apartament CAM 2, Judet Timis","10055","10055","893855","94141","783157","16557","","717230","717230","","186680","1000","","356673","356707","418024","0","61317","0","64627","3"
"GEROM INTER TRANS SRL","10226758","J38/78/1998","ROONRC.J38/78/1998","1048,2080","Municipiul Ramnicu Valcea, Str. Remus Belu Nr. 5, Bloc 0.1, Scara A, Etaj 4, Apartament 14, Judet Valcea","744","744","49986","10294","39285","407","","48537","48537","","2193","1000","","","7215","6539","676","0","460","0",""
"DANIEL IMPORT EXPORT SRL","2842","J40/4309/1991","ROONRC.J40/4309/1991","1048,2080","Bucuresti Sectorul 2, B-dul LACUL TEI Nr. 73, Bloc 17, Etaj P","308862","308862","175782","20653","67985","87144","7358","79954","79954","","407409","70000","","326220","326220","245880","80340","0","77078","0","2"
"CABINET STOMATOLOGIC DR.STANESCU SRL","1572248","J40/4310/1991","ROONRC.J40/4310/1991","1048,2080","Bucuresti Sectorul 1, Str. BISERICA AMZEI Nr. 25, Etaj 9, Apartament 39","","","1861","546","","1315","","26794","26794","","-24933","200","","91955","92075","94981","0","2906","0","3833","6"
"MARIO LEGUME FRUCTE SRL","36304493","J40/9442/2016","ROONRC.J40/9442/2016","1048","Bucuresti Sectorul 5, Str. FLAUTULUI Nr. 8","4789","","3487","0","","3487","","14608","","","-11121","200","","157412","157421","164773","0","7352","0","12059","1"
"COSY IMPORT EXPORT SRL","395911","J40/4311/1991","ROONRC.J40/4311/1991","1074,2080,2120","Bucuresti Sectorul 3, Spl. UNIRII Nr. 253-255","61278","61278","77039","11185","65849","5","","266485","266485","","-128168","201","","","0","","0","0","0","0",""
"CELSY COMPANY SRL","14530015","J13/902/2002","ROONRC.J13/902/2002","1048,2080","Municipiul Constanta, Sos. MANGALIEI Nr. 162, Judet Constanta","","","37051","34107","454","2490","","294821","294821","","-257770","200","","","1681","206","1475","0","1425","0",""
"SIKOSHOP SRL-D","36304515","J40/9446/2016","ROONRC.J40/9446/2016","1048,2069","Bucuresti Sectorul 4, Sos. BERCENI Nr. 53, Bloc 130, Scara 2, Etaj 8, Apartament 72","4791","752","2363","1213","","1150","","32664","","","-29549","200","","905","905","26048","0","25143","0","25171",""
"DAYTONA BEACH SRL","14566094","J13/1006/2002","ROONRC.J13/1006/2002","1048,2080","Loc. Neptun, Municipiul Mangalia, BUFET ZORILE, Judet Constanta","433952","433952","25173","11879","12374","920","","301765","301765","","157360","350200","","1037840","1049473","899216","150257","0","139905","0","9"
"ZIDAN GROUP SRL","14040064","J38/222/2001","ROONRC.J38/222/2001","1048,2080","Sat Prundeni, Comuna Prundeni, Str. TUDOR VLADIMIRESCU Nr. 73, Judet Valcea","456569","456569","1281439","","1281107","332","","372287","372287","","1365721","1010625","","","49987","172064","0","122077","0","122077",""
"POVIAN MOVING SRL","35196342","J40/9451/2016","ROONRC.J40/9451/2016","1048","Bucuresti Sectorul 2, Str. POPA NAN Nr. 76A, Apartament 2","9313","","13862","544","","13318","","787","","","13075","200","","600","600","11651","0","11051","0","11069",""
"CASA KAPPA DESIGN S.R.L.","36305898","J21/305/2016","ROONRC.J21/305/2016","1048","Sat Stelnica, Comuna Stelnica, Str. TINERETULUI Nr. 32, Judet Ialomita","4120","","219659","5311","10000","204348","","8846","","","210813","200","","102507","102507","2960","99547","0","96472","0",""
"VLADIA PREST SRL","14566027","J13/1001/2002","ROONRC.J13/1001/2002","1048,2080","Municipiul Constanta, Aleea DALIEI Nr. 28, Bloc L127, Scara B, Apartament 33, Judet Constanta","549738","549738","128733","17","60880","67836","","160230","160230","","518241","200","","739640","740093","791049","0","50956","0","58297","3"
"M.C. MEDICAL SRL","15119736","J35/21/2003","ROONRC.J35/21/2003","1048,2080","Municipiul Timisoara, Calea Dorobantilor Nr. 3, Judet Timis","1012958","1012958","239144","2319","129163","107662","","245210","245210","","978432","200","","1363375","1582839","1458834","124005","0","108205","0","15"
"MIRU CLEANING S.R.L.","36487927","J21/379/2016","ROONRC.J21/379/2016","1048","Municipiul Fetesti, Str. CALARASI, Bloc U1, Scara A, Etaj 3, Apartament 12, Judet Ialomita","8121","2977","33","","","33","","13548","","","-10538","200","","3780","3780","8869","0","5089","0","5203","1"
"SENATOR IMPEX SRL","1577024","J40/4489/1991","ROONRC.J40/4489/1991","1048,2080","Bucuresti Sectorul 1, Str. BARAJUL ARGES Nr. 41A, Scara D, Etaj P, Apartament D4","67840","67840","56083","","55947","136","","1186146","1186146","","-1062223","1000","","","0","21876","0","21876","0","21876",""
"NIKY COMSTIL SRL","15019516","J13/2465/2002","ROONRC.J13/2465/2002","1048,2080","Municipiul Mangalia, Str. MATEI BASARAB, Bloc MG21, Scara A, Apartament 8, Judet Constanta","3772","3772","101353","48207","3799","49347","","27271","27271","","77854","500","","262576","262626","177453","85173","0","77294","0",""
"DELTA PROIECT ENERGIE SRL","36498284","J40/11775/2016","ROONRC.J40/11775/2016","1048","Bucuresti Sectorul 2, Str. ARCULUI Nr. 11A, CAMERA 11, Etaj 3","7021","","139709","","138034","1675","","7061","","","132648","200","","147955","147956","33513","114443","0","112963","0","1"
"CONSTANT COMERCIAL SRL","14996555","J13/2356/2002","ROONRC.J13/2356/2002","1048,2080","Municipiul Constanta, Str. ION URSU Nr. 50, Judet Constanta","29607","29607","-45364","137790","-185058","1904","","33778","33778","","-49535","17000","","394131","422084","498200","0","76116","0","80367","1"
"PRO-DOOR SRL","14434735","J35/125/2002","ROONRC.J35/125/2002","1048,2080","Municipiul Timisoara, Str. DIVIZIA 9 CAVALERIE Nr. 2A, CAMERA 1, Etaj 2, Judet Timis","171941","171941","152413","122169","6762","23482","","203486","203486","","120868","20000","","1178192","1182081","1093456","88625","0","77164","0","4"
"GSM ERIN EXPERT SRL","36498527","J40/11800/2016","ROONRC.J40/11800/2016","1048","Bucuresti Sectorul 1, Str. INOVATORILOR Nr. 2, parter, Apartament 2","4742","1473","6684","5978","645","61","","7396","","","761","200","","21416","21416","16545","4871","0","4225","0",""
"LEODAN IMPEX SRL","16191764","J38/226/2004","ROONRC.J38/226/2004","1048,2080","Municipiul Ramnicu Valcea, Str. TOPOLOG Nr. 5, Judet Valcea","","","54694","44925","8992","777","","179975","179975","","-125281","150200","","18252","18252","60323","0","42071","0","42261","2"
"AMPRENTA EXPERIENCE SRL","36498748","J40/11801/2016","ROONRC.J40/11801/2016","1048","Bucuresti Sectorul 3, Str. JEAN-ALEXANDRU STERIADI Nr. 12, CAM. 1, Bloc I17, Scara E, Etaj 3, Apartament 72","9329","","28478","","19926","8552","","109241","","","-80763","200","","140814","140814","220410","0","79596","0","81003","2"
"PROD PAN COM AMY SRL","383232","J40/4712/1991","ROONRC.J40/4712/1991","1048,2080","Bucuresti Sectorul 4, Sos. BERCENI Nr. 41, Bloc 108","5300","5300","565804","399061","","166743","","95413","95413","","475691","500","","","0","450","0","450","0","450",""
"NOSCO SRL","16909490","J38/1044/2004","ROONRC.J38/1044/2004","1074,2038,2080,2114,2120","Sat Barbatesti, Comuna Barbatesti, Com. Barbatesti, Judet Valcea","595","595","365","","353","12","","2620","2620","","-1660","200","","","0","","0","0","0","0",""
"IMBAT SRL","16902140","J38/1038/2004","ROONRC.J38/1038/2004","1048,2103,2110,2112,2114","***localitatea negasita***, Str. Carol Davilla Nr. 28, Judet Valcea","","","25304","4202","11904","9198","","32370","32370","","-32066","200","","","0","20","0","20","0","20",""
"BELOTI CONCEPT SRL","36516020","J8/1876/2016","ROONRC.J8/1876/2016","1074,2069,2120","Municipiul Brasov, P-ta SFATULUI Nr. 27, Apartament 5, Judet Brasov","9602","","6269","3792","","2477","","33693","","","-27424","200","","","0","7206","0","7206","0","7206","1"
"MERD INVESTMENT SRL","36515962","J8/1879/2016","ROONRC.J8/1879/2016","1048","Sat Bran, Comuna Bran, Str. VALEA PORTII Nr. 447, Judet Brasov","4120","70862","224015","30607","158613","34795","1032","93838","","","202071","200","","369331","369331","163767","205564","0","201871","0",""
"GAVIMAR SERVICES SRL","15030026","J13/2489/2002","ROONRC.J13/2489/2002","1048,2080","Sat Poarta Alba, Comuna Poarta Alba, Com. POARTA ALBA, Judet Constanta","54838","54838","311798","18566","80261","212971","67","76511","76511","","290192","200","","805851","805854","735882","69972","0","62346","0","4"
"VALMOB DESIGN SRL","15029927","J13/2517/2002","ROONRC.J13/2517/2002","1048,2080","Municipiul Constanta, Str. BADEA CARTAN Nr. 19, Bloc K9, Scara B, Etaj 4, Apartament 40, Judet Constanta","","","9416","","2500","6916","","228655","228655","","-219239","200","","27850","27871","63728","0","35857","0","36136","2"
"P.G.M.-INTERNATIONAL SRL","8357","J40/4253/1991","ROONRC.J40/4253/1991","1048,2080","Bucuresti Sectorul 2, Str. ICOANEI Nr. 61, Etaj 3","272058","272058","87433","","76738","10695","40","438253","438253","","-78722","57270","","1444042","1450994","1670849","0","219855","0","219855",""
"ALEXIA ANCUTA BIZ SRL-D","35340781","J3/1693/2015","ROONRC.J3/1693/2015","1052,1074","Sat Poienari, Comuna Poienarii de Muscel Nr. 129, Judet Arges","2573","","18919","","18924","-5","","6513","","","12406","200","","119264","119615","116016","3599","0","2131","0","1"
"SOCIETATEA DE CALCULATOARE SI ELECTRONICA INDUSTRIALA SRL","1573863","J40/4254/1991","ROONRC.J40/4254/1991","1074,2080,2086,2120","Bucuresti Sectorul 1, Str. BARAJUL ARGES Nr. 15","359","359","98468","11383","86921","164","","91715","91715","12883","-5771","5000","","","0","","0","0","0","0",""
"MULTIMEDIA COMPANY SRL","14199680","J13/1729/2001","ROONRC.J13/1729/2001","1048,2080","Municipiul Constanta, Str. CUMPENEI Nr. 63, Judet Constanta","","","74676","58296","12448","3932","","88136","88136","","-13460","200","","","15343","1934","13409","0","13409","0",""
